input,output
"[19.0, 1549.0, 1364.0, 277.0, 38.0, 419.0, 7.0, 1.0, 6.0, 290.0, 58.0, 667.0, 173.0, 379.0, 4.0, 52.0, 55.0, 3.0, 102.0, 0.0, 1780.0, 4.0, 347.0, 15.0, 191.0, 67.0, 313.0, 1366.0, 0.0, 2.0]",3.0
"[39.0, 1689.0, 1510.0, 227.0, 52.0, 509.0, 7.0, 0.0, 5.0, 251.0, 53.0, 521.0, 164.0, 354.0, 3.0, 61.0, 74.0, 6.0, 98.0, 1.0, 1446.0, 6.0, 367.0, 36.0, 202.0, 66.0, 309.0, 1451.0, 1.0, 3.0]",2.0
"[21.0, 1727.0, 1346.0, 199.0, 54.0, 597.0, 17.0, 1.0, 6.0, 273.0, 67.0, 416.0, 148.0, 392.0, 8.0, 75.0, 65.0, 4.0, 97.0, 2.0, 1215.0, 7.0, 255.0, 36.0, 228.0, 75.0, 362.0, 1368.0, 0.0, 0.0]",6.0
"[34.0, 1583.0, 1121.0, 189.0, 48.0, 455.0, 17.0, 3.0, 6.0, 229.0, 78.0, 463.0, 107.0, 392.0, 0.0, 63.0, 60.0, 6.0, 103.0, 1.0, 2177.0, 3.0, 264.0, 24.0, 365.0, 61.0, 374.0, 1303.0, 3.0, 2.0]",6.0
"[22.0, 1565.0, 1159.0, 201.0, 40.0, 469.0, 9.0, 3.0, 6.0, 187.0, 66.0, 456.0, 114.0, 331.0, 1.0, 93.0, 54.0, 0.0, 97.0, 1.0, 1871.0, 3.0, 215.0, 34.0, 264.0, 80.0, 320.0, 1481.0, 1.0, 4.0]",4.0
"[35.0, 1679.0, 1229.0, 177.0, 43.0, 466.0, 15.0, 0.0, 10.0, 203.0, 61.0, 671.0, 108.0, 468.0, 7.0, 68.0, 54.0, 3.0, 86.0, 0.0, 1621.0, 4.0, 249.0, 32.0, 221.0, 62.0, 304.0, 1778.0, 0.0, 1.0]",5.0
"[23.0, 1550.0, 1396.0, 237.0, 60.0, 370.0, 13.0, 0.0, 6.0, 257.0, 130.0, 3187.0, 152.0, 474.0, 3.0, 53.0, 62.0, 1.0, 100.0, 2.0, 1595.0, 15.0, 265.0, 33.0, 205.0, 74.0, 262.0, 2519.0, 0.0, 0.0]",1.0
"[42.0, 1477.0, 1939.0, 278.0, 48.0, 471.0, 11.0, 0.0, 9.0, 287.0, 94.0, 2550.0, 155.0, 553.0, 2.0, 57.0, 52.0, 8.0, 94.0, 1.0, 1557.0, 7.0, 335.0, 31.0, 235.0, 74.0, 1153.0, 5339.0, 3.0, 0.0]",4.0
"[61.0, 1832.0, 1906.0, 257.0, 52.0, 680.0, 15.0, 0.0, 7.0, 231.0, 63.0, 1165.0, 150.0, 473.0, 4.0, 94.0, 66.0, 3.0, 140.0, 3.0, 1458.0, 8.0, 403.0, 26.0, 556.0, 58.0, 465.0, 7834.0, 0.0, 2.0]",7.0
"[50.0, 1564.0, 1273.0, 209.0, 46.0, 501.0, 14.0, 0.0, 7.0, 233.0, 102.0, 916.0, 163.0, 332.0, 6.0, 93.0, 52.0, 8.0, 135.0, 2.0, 1030.0, 8.0, 291.0, 32.0, 279.0, 46.0, 400.0, 5067.0, 1.0, 1.0]",2.0
"[46.0, 1774.0, 1123.0, 636.0, 35.0, 717.0, 8.0, 1.0, 3.0, 224.0, 43.0, 811.0, 637.0, 355.0, 4.0, 82.0, 60.0, 3.0, 133.0, 2.0, 1389.0, 13.0, 334.0, 25.0, 225.0, 71.0, 292.0, 7760.0, 1.0, 3.0]",1.0
"[20.0, 1676.0, 1103.0, 303.0, 44.0, 568.0, 9.0, 3.0, 13.0, 203.0, 73.0, 611.0, 179.0, 307.0, 2.0, 91.0, 53.0, 2.0, 234.0, 1.0, 966.0, 10.0, 314.0, 25.0, 220.0, 68.0, 290.0, 10117.0, 0.0, 1.0]",6.0
"[32.0, 1591.0, 1120.0, 196.0, 43.0, 476.0, 10.0, 1.0, 3.0, 187.0, 61.0, 507.0, 134.0, 338.0, 1.0, 88.0, 48.0, 1.0, 107.0, 1.0, 839.0, 6.0, 317.0, 30.0, 268.0, 72.0, 249.0, 4590.0, 1.0, 1.0]",7.0
"[38.0, 1674.0, 1249.0, 222.0, 52.0, 487.0, 7.0, 2.0, 12.0, 222.0, 127.0, 520.0, 131.0, 353.0, 0.0, 78.0, 73.0, 1.0, 107.0, 1.0, 938.0, 6.0, 346.0, 38.0, 377.0, 68.0, 288.0, 9631.0, 3.0, 0.0]",3.0
"[58.0, 1737.0, 2935.0, 241.0, 60.0, 555.0, 15.0, 2.0, 5.0, 289.0, 86.0, 817.0, 117.0, 324.0, 3.0, 65.0, 60.0, 4.0, 118.0, 1.0, 991.0, 3.0, 544.0, 24.0, 277.0, 77.0, 380.0, 11563.0, 2.0, 0.0]",4.0
"[81.0, 2050.0, 1385.0, 264.0, 57.0, 603.0, 12.0, 3.0, 2.0, 254.0, 71.0, 819.0, 141.0, 402.0, 5.0, 62.0, 71.0, 19.0, 120.0, 0.0, 1478.0, 4.0, 521.0, 40.0, 273.0, 62.0, 406.0, 11544.0, 3.0, 4.0]",11.0
"[50.0, 1938.0, 1299.0, 191.0, 59.0, 608.0, 9.0, 2.0, 7.0, 211.0, 62.0, 577.0, 116.0, 288.0, 2.0, 92.0, 54.0, 9.0, 114.0, 1.0, 827.0, 8.0, 401.0, 32.0, 246.0, 63.0, 435.0, 8814.0, 5.0, 8.0]",12.0
"[57.0, 1719.0, 1245.0, 237.0, 66.0, 486.0, 16.0, 2.0, 7.0, 183.0, 62.0, 540.0, 173.0, 346.0, 5.0, 80.0, 67.0, 10.0, 137.0, 1.0, 765.0, 10.0, 281.0, 35.0, 237.0, 61.0, 465.0, 4228.0, 2.0, 2.0]",3.0
"[74.0, 1684.0, 1815.0, 210.0, 53.0, 580.0, 10.0, 4.0, 4.0, 241.0, 60.0, 522.0, 175.0, 397.0, 3.0, 66.0, 55.0, 4.0, 111.0, 1.0, 1005.0, 6.0, 352.0, 17.0, 252.0, 69.0, 410.0, 2841.0, 3.0, 5.0]",4.0
"[62.0, 1741.0, 1499.0, 218.0, 47.0, 516.0, 11.0, 0.0, 3.0, 264.0, 93.0, 534.0, 172.0, 318.0, 5.0, 69.0, 54.0, 2.0, 109.0, 2.0, 1210.0, 4.0, 288.0, 27.0, 241.0, 79.0, 480.0, 2196.0, 0.0, 5.0]",6.0
"[71.0, 1656.0, 1541.0, 265.0, 53.0, 472.0, 11.0, 4.0, 6.0, 258.0, 83.0, 420.0, 212.0, 322.0, 4.0, 58.0, 74.0, 3.0, 111.0, 0.0, 995.0, 5.0, 292.0, 169.0, 274.0, 82.0, 381.0, 2406.0, 5.0, 4.0]",6.0
"[43.0, 1717.0, 1367.0, 256.0, 57.0, 496.0, 8.0, 1.0, 4.0, 267.0, 105.0, 434.0, 212.0, 396.0, 3.0, 63.0, 66.0, 2.0, 134.0, 0.0, 2686.0, 4.0, 324.0, 72.0, 291.0, 77.0, 439.0, 2116.0, 1.0, 3.0]",2.0
"[38.0, 1921.0, 1453.0, 246.0, 123.0, 719.0, 12.0, 5.0, 2.0, 241.0, 78.0, 525.0, 240.0, 329.0, 5.0, 115.0, 56.0, 5.0, 217.0, 2.0, 1120.0, 3.0, 936.0, 64.0, 259.0, 82.0, 311.0, 1789.0, 5.0, 3.0]",6.0
"[35.0, 2134.0, 1297.0, 220.0, 54.0, 662.0, 11.0, 2.0, 4.0, 203.0, 67.0, 442.0, 196.0, 334.0, 2.0, 102.0, 49.0, 1.0, 1619.0, 0.0, 843.0, 7.0, 505.0, 41.0, 289.0, 69.0, 269.0, 1304.0, 4.0, 4.0]",3.0
"[50.0, 1772.0, 1104.0, 305.0, 50.0, 839.0, 17.0, 3.0, 7.0, 208.0, 81.0, 408.0, 451.0, 283.0, 1.0, 62.0, 57.0, 3.0, 755.0, 4.0, 965.0, 7.0, 315.0, 42.0, 252.0, 46.0, 385.0, 1200.0, 0.0, 0.0]",10.0
"[52.0, 1647.0, 1135.0, 246.0, 49.0, 581.0, 14.0, 2.0, 10.0, 176.0, 97.0, 419.0, 345.0, 387.0, 2.0, 63.0, 52.0, 1.0, 278.0, 2.0, 1404.0, 1.0, 268.0, 31.0, 234.0, 68.0, 335.0, 1046.0, 1.0, 0.0]",5.0
"[41.0, 1576.0, 1042.0, 224.0, 85.0, 586.0, 15.0, 0.0, 10.0, 207.0, 109.0, 422.0, 192.0, 367.0, 1.0, 63.0, 61.0, 3.0, 177.0, 0.0, 1237.0, 7.0, 284.0, 26.0, 214.0, 61.0, 356.0, 1060.0, 1.0, 0.0]",6.0
"[39.0, 1825.0, 1218.0, 242.0, 78.0, 745.0, 14.0, 5.0, 11.0, 1145.0, 95.0, 489.0, 176.0, 423.0, 4.0, 98.0, 69.0, 3.0, 162.0, 3.0, 1155.0, 3.0, 263.0, 40.0, 238.0, 118.0, 384.0, 1144.0, 1.0, 4.0]",12.0
"[22.0, 1710.0, 1427.0, 229.0, 50.0, 1057.0, 12.0, 1.0, 17.0, 314.0, 143.0, 1318.0, 197.0, 360.0, 3.0, 77.0, 68.0, 1.0, 150.0, 0.0, 1197.0, 9.0, 271.0, 27.0, 220.0, 68.0, 361.0, 1252.0, 2.0, 2.0]",4.0
"[49.0, 2077.0, 1706.0, 348.0, 63.0, 1482.0, 12.0, 2.0, 9.0, 1236.0, 103.0, 593.0, 508.0, 407.0, 2.0, 70.0, 68.0, 3.0, 217.0, 1.0, 1243.0, 8.0, 288.0, 47.0, 227.0, 74.0, 513.0, 1246.0, 1.0, 1.0]",3.0
"[31.0, 1751.0, 1002.0, 270.0, 77.0, 839.0, 11.0, 1.0, 2.0, 254.0, 83.0, 420.0, 229.0, 339.0, 4.0, 67.0, 72.0, 2.0, 163.0, 1.0, 1317.0, 9.0, 240.0, 27.0, 190.0, 64.0, 377.0, 877.0, 1.0, 0.0]",7.0
"[33.0, 1813.0, 1031.0, 214.0, 65.0, 607.0, 11.0, 2.0, 6.0, 204.0, 110.0, 320.0, 176.0, 527.0, 4.0, 87.0, 78.0, 6.0, 162.0, 1.0, 1420.0, 4.0, 249.0, 55.0, 199.0, 65.0, 316.0, 888.0, 4.0, 2.0]",2.0
"[46.0, 2053.0, 1033.0, 269.0, 77.0, 2424.0, 15.0, 1.0, 5.0, 206.0, 77.0, 327.0, 214.0, 406.0, 5.0, 78.0, 74.0, 2.0, 144.0, 1.0, 920.0, 2.0, 230.0, 45.0, 241.0, 69.0, 328.0, 1063.0, 2.0, 0.0]",5.0
"[34.0, 1775.0, 942.0, 260.0, 57.0, 762.0, 22.0, 4.0, 6.0, 206.0, 75.0, 340.0, 172.0, 355.0, 7.0, 91.0, 64.0, 6.0, 136.0, 1.0, 973.0, 4.0, 223.0, 47.0, 159.0, 56.0, 301.0, 858.0, 0.0, 1.0]",5.0
"[52.0, 1886.0, 1355.0, 223.0, 47.0, 780.0, 13.0, 6.0, 1.0, 240.0, 59.0, 413.0, 260.0, 356.0, 1.0, 75.0, 37.0, 2.0, 121.0, 3.0, 952.0, 5.0, 245.0, 48.0, 220.0, 61.0, 304.0, 2081.0, 1.0, 0.0]",4.0
"[38.0, 1774.0, 1602.0, 229.0, 55.0, 728.0, 7.0, 2.0, 5.0, 255.0, 61.0, 504.0, 193.0, 346.0, 1.0, 78.0, 71.0, 4.0, 118.0, 0.0, 1110.0, 9.0, 332.0, 41.0, 207.0, 50.0, 372.0, 1104.0, 1.0, 1.0]",5.0
"[32.0, 4828.0, 1517.0, 227.0, 67.0, 1535.0, 19.0, 3.0, 6.0, 215.0, 62.0, 436.0, 183.0, 352.0, 3.0, 71.0, 88.0, 5.0, 179.0, 2.0, 1011.0, 3.0, 308.0, 94.0, 208.0, 64.0, 379.0, 1027.0, 1.0, 0.0]",4.0
"[49.0, 2042.0, 1195.0, 187.0, 46.0, 627.0, 13.0, 12.0, 8.0, 254.0, 106.0, 343.0, 172.0, 379.0, 2.0, 110.0, 68.0, 2.0, 150.0, 0.0, 967.0, 2.0, 241.0, 38.0, 182.0, 76.0, 297.0, 744.0, 1.0, 0.0]",7.0
"[86.0, 2098.0, 2436.0, 202.0, 74.0, 641.0, 14.0, 2.0, 12.0, 229.0, 103.0, 351.0, 160.0, 360.0, 3.0, 92.0, 55.0, 5.0, 170.0, 1.0, 1034.0, 9.0, 247.0, 29.0, 165.0, 65.0, 312.0, 2201.0, 8.0, 1.0]",9.0
"[68.0, 1780.0, 1805.0, 200.0, 67.0, 602.0, 9.0, 5.0, 6.0, 242.0, 106.0, 321.0, 139.0, 323.0, 4.0, 77.0, 64.0, 4.0, 167.0, 4.0, 798.0, 10.0, 225.0, 42.0, 212.0, 63.0, 422.0, 1037.0, 3.0, 2.0]",7.0
"[56.0, 1817.0, 1312.0, 290.0, 55.0, 581.0, 16.0, 27.0, 5.0, 242.0, 66.0, 311.0, 199.0, 372.0, 3.0, 85.0, 58.0, 4.0, 147.0, 2.0, 789.0, 3.0, 210.0, 37.0, 235.0, 54.0, 391.0, 1044.0, 8.0, 3.0]",11.0
"[43.0, 1707.0, 1527.0, 210.0, 45.0, 480.0, 11.0, 29.0, 4.0, 240.0, 49.0, 320.0, 170.0, 303.0, 3.0, 80.0, 77.0, 3.0, 180.0, 3.0, 1056.0, 8.0, 352.0, 32.0, 259.0, 54.0, 419.0, 1016.0, 2.0, 6.0]",8.0
"[28.0, 1538.0, 1428.0, 257.0, 44.0, 503.0, 12.0, 4.0, 1.0, 219.0, 55.0, 345.0, 196.0, 339.0, 4.0, 68.0, 67.0, 2.0, 159.0, 1.0, 1709.0, 2.0, 283.0, 18.0, 203.0, 55.0, 351.0, 848.0, 1.0, 8.0]",3.0
"[35.0, 1942.0, 1330.0, 247.0, 53.0, 560.0, 9.0, 4.0, 6.0, 214.0, 49.0, 386.0, 193.0, 345.0, 5.0, 66.0, 54.0, 0.0, 172.0, 1.0, 1190.0, 12.0, 252.0, 31.0, 198.0, 52.0, 388.0, 784.0, 5.0, 0.0]",6.0
"[27.0, 1923.0, 1050.0, 236.0, 56.0, 661.0, 8.0, 10.0, 6.0, 252.0, 60.0, 346.0, 137.0, 340.0, 2.0, 82.0, 55.0, 1.0, 124.0, 0.0, 953.0, 3.0, 216.0, 36.0, 188.0, 109.0, 373.0, 713.0, 0.0, 0.0]",5.0
"[37.0, 2008.0, 1122.0, 223.0, 51.0, 592.0, 15.0, 4.0, 4.0, 215.0, 61.0, 274.0, 137.0, 313.0, 1.0, 76.0, 52.0, 0.0, 129.0, 1.0, 953.0, 1.0, 237.0, 29.0, 188.0, 116.0, 355.0, 710.0, 0.0, 1.0]",7.0
"[35.0, 1848.0, 1055.0, 232.0, 48.0, 523.0, 12.0, 4.0, 5.0, 183.0, 52.0, 254.0, 159.0, 348.0, 3.0, 69.0, 63.0, 6.0, 132.0, 1.0, 969.0, 7.0, 195.0, 37.0, 170.0, 86.0, 313.0, 772.0, 0.0, 1.0]",3.0
"[36.0, 1788.0, 1044.0, 166.0, 46.0, 513.0, 13.0, 1.0, 4.0, 191.0, 66.0, 246.0, 153.0, 333.0, 0.0, 78.0, 55.0, 3.0, 139.0, 1.0, 1094.0, 3.0, 195.0, 188.0, 170.0, 63.0, 353.0, 707.0, 0.0, 3.0]",2.0
"[36.0, 1735.0, 1263.0, 202.0, 42.0, 547.0, 9.0, 1.0, 12.0, 533.0, 57.0, 330.0, 171.0, 303.0, 3.0, 66.0, 61.0, 1.0, 159.0, 1.0, 1009.0, 4.0, 380.0, 28.0, 257.0, 71.0, 432.0, 832.0, 0.0, 0.0]",6.0
"[26.0, 1657.0, 2955.0, 196.0, 41.0, 625.0, 14.0, 5.0, 5.0, 507.0, 31.0, 384.0, 134.0, 320.0, 4.0, 71.0, 71.0, 3.0, 123.0, 1.0, 950.0, 5.0, 248.0, 33.0, 172.0, 77.0, 363.0, 784.0, 1.0, 0.0]",8.0
"[30.0, 2336.0, 1797.0, 224.0, 61.0, 665.0, 6.0, 2.0, 4.0, 273.0, 54.0, 349.0, 164.0, 257.0, 3.0, 95.0, 67.0, 1.0, 161.0, 0.0, 996.0, 2.0, 279.0, 48.0, 237.0, 102.0, 368.0, 735.0, 1.0, 2.0]",4.0
"[29.0, 2130.0, 1448.0, 156.0, 43.0, 530.0, 13.0, 3.0, 7.0, 195.0, 43.0, 536.0, 154.0, 370.0, 3.0, 73.0, 40.0, 3.0, 249.0, 1.0, 950.0, 9.0, 353.0, 20.0, 229.0, 65.0, 326.0, 705.0, 1.0, 0.0]",5.0
"[27.0, 2152.0, 1139.0, 182.0, 41.0, 637.0, 10.0, 3.0, 8.0, 209.0, 64.0, 292.0, 184.0, 276.0, 2.0, 62.0, 68.0, 2.0, 200.0, 1.0, 763.0, 2.0, 237.0, 41.0, 244.0, 68.0, 347.0, 711.0, 1.0, 0.0]",4.0
"[24.0, 1968.0, 1199.0, 232.0, 44.0, 568.0, 9.0, 0.0, 1.0, 208.0, 44.0, 244.0, 172.0, 295.0, 3.0, 70.0, 62.0, 0.0, 135.0, 0.0, 701.0, 4.0, 225.0, 28.0, 199.0, 61.0, 336.0, 737.0, 0.0, 2.0]",2.0
"[29.0, 1852.0, 972.0, 192.0, 31.0, 476.0, 7.0, 3.0, 3.0, 164.0, 50.0, 244.0, 156.0, 303.0, 3.0, 82.0, 168.0, 1.0, 161.0, 0.0, 1111.0, 7.0, 213.0, 33.0, 255.0, 57.0, 308.0, 692.0, 0.0, 0.0]",5.0
"[45.0, 1707.0, 1034.0, 209.0, 51.0, 459.0, 8.0, 2.0, 14.0, 173.0, 48.0, 266.0, 165.0, 313.0, 3.0, 68.0, 59.0, 0.0, 171.0, 2.0, 938.0, 10.0, 218.0, 20.0, 284.0, 73.0, 563.0, 657.0, 2.0, 2.0]",4.0
"[17.0, 1629.0, 1618.0, 179.0, 31.0, 437.0, 10.0, 2.0, 14.0, 214.0, 60.0, 305.0, 136.0, 318.0, 2.0, 64.0, 74.0, 0.0, 122.0, 0.0, 1877.0, 5.0, 221.0, 27.0, 218.0, 65.0, 311.0, 727.0, 1.0, 0.0]",6.0
"[39.0, 2036.0, 1829.0, 196.0, 42.0, 469.0, 10.0, 2.0, 8.0, 216.0, 60.0, 318.0, 181.0, 314.0, 7.0, 71.0, 106.0, 3.0, 110.0, 1.0, 1445.0, 3.0, 251.0, 33.0, 179.0, 84.0, 309.0, 1778.0, 1.0, 2.0]",6.0
"[39.0, 2053.0, 936.0, 192.0, 35.0, 525.0, 6.0, 1.0, 3.0, 190.0, 48.0, 209.0, 136.0, 258.0, 3.0, 67.0, 57.0, 1.0, 206.0, 2.0, 733.0, 7.0, 181.0, 30.0, 150.0, 57.0, 397.0, 658.0, 1.0, 1.0]",3.0
"[31.0, 1975.0, 1071.0, 178.0, 24.0, 492.0, 12.0, 1.0, 15.0, 206.0, 66.0, 239.0, 105.0, 317.0, 4.0, 64.0, 51.0, 0.0, 116.0, 1.0, 686.0, 4.0, 205.0, 39.0, 145.0, 59.0, 403.0, 839.0, 0.0, 1.0]",2.0
"[39.0, 2130.0, 987.0, 186.0, 37.0, 536.0, 12.0, 1.0, 4.0, 207.0, 51.0, 278.0, 143.0, 260.0, 0.0, 51.0, 57.0, 3.0, 104.0, 2.0, 733.0, 2.0, 223.0, 31.0, 165.0, 56.0, 505.0, 670.0, 0.0, 2.0]",3.0
"[26.0, 1999.0, 1051.0, 206.0, 50.0, 450.0, 15.0, 4.0, 9.0, 211.0, 53.0, 349.0, 139.0, 266.0, 5.0, 67.0, 67.0, 1.0, 113.0, 3.0, 637.0, 7.0, 222.0, 49.0, 147.0, 57.0, 407.0, 1435.0, 1.0, 1.0]",0.0
"[33.0, 2004.0, 1320.0, 194.0, 117.0, 494.0, 10.0, 1.0, 9.0, 270.0, 90.0, 303.0, 122.0, 269.0, 2.0, 73.0, 65.0, 4.0, 110.0, 2.0, 712.0, 4.0, 218.0, 32.0, 176.0, 64.0, 629.0, 944.0, 1.0, 1.0]",4.0
"[28.0, 1724.0, 1111.0, 179.0, 56.0, 996.0, 15.0, 3.0, 5.0, 213.0, 57.0, 406.0, 162.0, 331.0, 2.0, 78.0, 58.0, 2.0, 106.0, 0.0, 810.0, 7.0, 196.0, 27.0, 156.0, 72.0, 464.0, 763.0, 2.0, 0.0]",2.0
"[25.0, 2166.0, 1209.0, 193.0, 44.0, 996.0, 14.0, 2.0, 2.0, 206.0, 91.0, 353.0, 142.0, 219.0, 4.0, 102.0, 49.0, 1.0, 98.0, 3.0, 840.0, 5.0, 279.0, 31.0, 133.0, 54.0, 484.0, 595.0, 3.0, 3.0]",5.0
"[32.0, 2356.0, 1179.0, 391.0, 37.0, 704.0, 8.0, 9.0, 6.0, 185.0, 64.0, 332.0, 498.0, 292.0, 2.0, 69.0, 47.0, 5.0, 92.0, 2.0, 735.0, 4.0, 278.0, 27.0, 165.0, 45.0, 321.0, 577.0, 0.0, 0.0]",3.0
"[27.0, 2301.0, 1115.0, 305.0, 49.0, 712.0, 9.0, 4.0, 12.0, 176.0, 150.0, 293.0, 420.0, 274.0, 2.0, 72.0, 50.0, 0.0, 98.0, 1.0, 758.0, 6.0, 502.0, 27.0, 126.0, 58.0, 1244.0, 571.0, 0.0, 1.0]",1.0
"[31.0, 2189.0, 1124.0, 216.0, 37.0, 690.0, 10.0, 1.0, 3.0, 194.0, 84.0, 249.0, 228.0, 282.0, 4.0, 68.0, 53.0, 5.0, 109.0, 1.0, 670.0, 4.0, 255.0, 32.0, 132.0, 52.0, 501.0, 605.0, 2.0, 0.0]",4.0
"[31.0, 1981.0, 1338.0, 216.0, 31.0, 799.0, 6.0, 3.0, 13.0, 199.0, 53.0, 270.0, 199.0, 323.0, 5.0, 56.0, 46.0, 1.0, 86.0, 2.0, 809.0, 1.0, 285.0, 43.0, 160.0, 56.0, 322.0, 613.0, 2.0, 8.0]",6.0
"[673.0, 1798.0, 1129.0, 209.0, 30.0, 703.0, 18.0, 0.0, 5.0, 446.0, 72.0, 291.0, 160.0, 561.0, 1.0, 93.0, 60.0, 2.0, 109.0, 0.0, 892.0, 19.0, 236.0, 38.0, 157.0, 68.0, 415.0, 1142.0, 2.0, 3.0]",5.0
"[97.0, 1534.0, 1120.0, 223.0, 66.0, 663.0, 4.0, 0.0, 6.0, 227.0, 42.0, 265.0, 153.0, 350.0, 2.0, 56.0, 58.0, 3.0, 80.0, 0.0, 871.0, 2.0, 247.0, 28.0, 216.0, 45.0, 386.0, 759.0, 0.0, 3.0]",2.0
"[53.0, 2197.0, 1152.0, 215.0, 39.0, 724.0, 9.0, 0.0, 10.0, 189.0, 100.0, 319.0, 134.0, 294.0, 2.0, 82.0, 70.0, 3.0, 146.0, 1.0, 760.0, 8.0, 243.0, 33.0, 143.0, 50.0, 276.0, 655.0, 0.0, 3.0]",4.0
"[37.0, 2223.0, 1065.0, 217.0, 36.0, 752.0, 16.0, 1.0, 10.0, 221.0, 88.0, 240.0, 127.0, 345.0, 2.0, 71.0, 45.0, 1.0, 100.0, 5.0, 607.0, 2.0, 258.0, 28.0, 224.0, 51.0, 286.0, 615.0, 1.0, 1.0]",4.0
"[38.0, 2506.0, 1153.0, 174.0, 45.0, 640.0, 8.0, 0.0, 10.0, 236.0, 103.0, 262.0, 136.0, 280.0, 6.0, 65.0, 41.0, 3.0, 236.0, 2.0, 661.0, 5.0, 199.0, 48.0, 204.0, 50.0, 282.0, 631.0, 0.0, 0.0]",4.0
"[39.0, 3065.0, 987.0, 188.0, 44.0, 654.0, 9.0, 3.0, 4.0, 225.0, 79.0, 257.0, 185.0, 300.0, 3.0, 73.0, 24.0, 1.0, 125.0, 4.0, 856.0, 1.0, 198.0, 43.0, 135.0, 57.0, 293.0, 605.0, 1.0, 2.0]",3.0
"[43.0, 2492.0, 1000.0, 180.0, 43.0, 619.0, 20.0, 0.0, 3.0, 248.0, 108.0, 279.0, 159.0, 258.0, 4.0, 62.0, 47.0, 2.0, 136.0, 1.0, 975.0, 4.0, 236.0, 47.0, 182.0, 42.0, 246.0, 684.0, 2.0, 1.0]",2.0
"[37.0, 2213.0, 1711.0, 268.0, 47.0, 696.0, 8.0, 1.0, 8.0, 764.0, 200.0, 371.0, 187.0, 488.0, 2.0, 76.0, 63.0, 6.0, 107.0, 0.0, 1134.0, 12.0, 255.0, 27.0, 189.0, 71.0, 368.0, 839.0, 0.0, 1.0]",3.0
"[37.0, 1816.0, 1428.0, 246.0, 51.0, 719.0, 15.0, 1.0, 5.0, 348.0, 108.0, 368.0, 145.0, 447.0, 2.0, 50.0, 72.0, 2.0, 98.0, 1.0, 1101.0, 8.0, 267.0, 33.0, 182.0, 165.0, 307.0, 1515.0, 0.0, 0.0]",4.0
"[33.0, 2239.0, 1175.0, 210.0, 39.0, 790.0, 11.0, 3.0, 5.0, 253.0, 122.0, 265.0, 186.0, 347.0, 3.0, 63.0, 55.0, 2.0, 126.0, 1.0, 955.0, 4.0, 218.0, 43.0, 151.0, 55.0, 264.0, 846.0, 2.0, 2.0]",7.0
"[29.0, 2118.0, 1012.0, 224.0, 41.0, 616.0, 15.0, 1.0, 4.0, 264.0, 83.0, 245.0, 141.0, 274.0, 3.0, 89.0, 53.0, 0.0, 97.0, 1.0, 808.0, 7.0, 212.0, 32.0, 138.0, 59.0, 228.0, 761.0, 1.0, 0.0]",7.0
"[33.0, 2095.0, 973.0, 188.0, 41.0, 634.0, 9.0, 7.0, 3.0, 211.0, 70.0, 270.0, 113.0, 223.0, 7.0, 66.0, 54.0, 1.0, 115.0, 5.0, 1681.0, 8.0, 201.0, 37.0, 161.0, 61.0, 270.0, 711.0, 3.0, 4.0]",5.0
"[33.0, 1954.0, 1034.0, 164.0, 46.0, 565.0, 18.0, 1.0, 7.0, 196.0, 88.0, 292.0, 121.0, 232.0, 0.0, 60.0, 55.0, 2.0, 87.0, 3.0, 815.0, 4.0, 209.0, 37.0, 167.0, 67.0, 228.0, 859.0, 0.0, 2.0]",5.0
"[21.0, 1861.0, 934.0, 173.0, 45.0, 565.0, 8.0, 5.0, 10.0, 230.0, 53.0, 216.0, 149.0, 263.0, 0.0, 50.0, 58.0, 1.0, 113.0, 2.0, 783.0, 8.0, 195.0, 25.0, 168.0, 77.0, 258.0, 1559.0, 1.0, 2.0]",5.0
"[24.0, 1993.0, 1145.0, 187.0, 49.0, 515.0, 12.0, 1.0, 6.0, 211.0, 72.0, 286.0, 165.0, 276.0, 3.0, 66.0, 71.0, 3.0, 148.0, 0.0, 691.0, 6.0, 245.0, 26.0, 144.0, 65.0, 299.0, 1014.0, 3.0, 5.0]",1.0
"[38.0, 2257.0, 1782.0, 198.0, 41.0, 540.0, 13.0, 0.0, 8.0, 263.0, 69.0, 269.0, 148.0, 257.0, 4.0, 64.0, 65.0, 1.0, 103.0, 0.0, 788.0, 7.0, 273.0, 37.0, 179.0, 75.0, 408.0, 802.0, 0.0, 0.0]",6.0
"[27.0, 2182.0, 1350.0, 188.0, 42.0, 603.0, 10.0, 2.0, 9.0, 238.0, 82.0, 300.0, 176.0, 252.0, 5.0, 68.0, 87.0, 2.0, 141.0, 0.0, 818.0, 5.0, 265.0, 33.0, 143.0, 61.0, 370.0, 677.0, 1.0, 3.0]",2.0
"[21.0, 36.0, 60.0, 0.0, 0.0, 43.0, 381.0, 13.0, 39.0, 3.0, 1178.0, 0.0, 12.0, 1.0, 38.0, 1.0, 19.0, 81.0, 0.0, 16.0, 255.0, 41.0, 1.0, 395.0, 0.0, 1.0, 0.0, 267.0, 56.0, 0.0]",0.0
"[17.0, 37.0, 69.0, 0.0, 2.0, 44.0, 405.0, 12.0, 43.0, 2.0, 1396.0, 1.0, 42.0, 0.0, 42.0, 1.0, 25.0, 103.0, 1.0, 20.0, 279.0, 53.0, 0.0, 569.0, 1.0, 1.0, 0.0, 257.0, 90.0, 0.0]",1.0
